group,model,outcome,bin_from,bin_to,n
non diabetici,xgboost,1,0.93,0.9400000000000001,0
non diabetici,xgboost,1,0.9400000000000001,0.9500000000000001,0
non diabetici,xgboost,1,0.9500000000000001,0.96,0
non diabetici,xgboost,1,0.96,0.97,0
non diabetici,xgboost,1,0.97,0.98,0
non diabetici,xgboost,1,0.98,0.99,0
non diabetici,xgboost,1,0.99,1.0,0
tutti,xgboost,0,0.0,0.01,4
tutti,xgboost,0,0.01,0.02,71
tutti,xgboost,0,0.02,0.03,302
tutti,xgboost,0,0.03,0.04,514
tutti,xgboost,0,0.04,0.05,533
tutti,xgboost,0,0.05,0.06,402
tutti,xgboost,0,0.06,0.07,326
tutti,xgboost,0,0.07,0.08,269
tutti,xgboost,0,0.08,0.09,219
tutti,xgboost,0,0.09,0.1,168
tutti,xgboost,0,0.1,0.11,168
tutti,xgboost,0,0.11,0.12,119
tutti,xgboost,0,0.12,0.13,107
tutti,xgboost,0,0.13,0.14,91
tutti,xgboost,0,0.14,0.15,65
tutti,xgboost,0,0.15,0.16,68
tutti,xgboost,0,0.16,0.17,47
tutti,xgboost,0,0.17,0.18,59
tutti,xgboost,0,0.18,0.19,49
tutti,xgboost,0,0.19,0.2,38
tutti,xgboost,0,0.2,0.21,39
tutti,xgboost,0,0.21,0.22,30
tutti,xgboost,0,0.22,0.23,19
tutti,xgboost,0,0.23,0.24,22
tutti,xgboost,0,0.24,0.25,23
tutti,xgboost,0,0.25,0.26,20
tutti,xgboost,0,0.26,0.27,13
tutti,xgboost,0,0.27,0.28,11
tutti,xgboost,0,0.28,0.29,11
tutti,xgboost,0,0.29,0.3,14
tutti,xgboost,0,0.3,0.31,8
tutti,xgboost,0,0.31,0.32,9
tutti,xgboost,0,0.32,0.33,7
tutti,xgboost,0,0.33,0.34,4
tutti,xgboost,0,0.34,0.35000000000000003,6
tutti,xgboost,0,0.35000000000000003,0.36,7
tutti,xgboost,0,0.36,0.37,6
tutti,xgboost,0,0.37,0.38,8
tutti,xgboost,0,0.38,0.39,3
tutti,xgboost,0,0.39,0.4,10
tutti,xgboost,0,0.4,0.41000000000000003,5
tutti,xgboost,0,0.41000000000000003,0.42,2
tutti,xgboost,0,0.42,0.43,2
tutti,xgboost,0,0.43,0.44,2
tutti,xgboost,0,0.44,0.45,4
tutti,xgboost,0,0.45,0.46,4
tutti,xgboost,0,0.46,0.47000000000000003,0
tutti,xgboost,0,0.47000000000000003,0.48,2
tutti,xgboost,0,0.48,0.49,0
tutti,xgboost,0,0.49,0.5,3
tutti,xgboost,0,0.5,0.51,0
tutti,xgboost,0,0.51,0.52,2
tutti,xgboost,0,0.52,0.53,1
tutti,xgboost,0,0.53,0.54,2
tutti,xgboost,0,0.54,0.55,0
tutti,xgboost,0,0.55,0.56,0
tutti,xgboost,0,0.56,0.5700000000000001,0
tutti,xgboost,0,0.5700000000000001,0.58,0
tutti,xgboost,0,0.58,0.59,0
tutti,xgboost,0,0.59,0.6,1
tutti,xgboost,0,0.6,0.61,0
tutti,xgboost,0,0.61,0.62,1
tutti,xgboost,0,0.62,0.63,1
tutti,xgboost,0,0.63,0.64,0
tutti,xgboost,0,0.64,0.65,0
tutti,xgboost,0,0.65,0.66,2
tutti,xgboost,0,0.66,0.67,1
tutti,xgboost,0,0.67,0.68,0
tutti,xgboost,0,0.68,0.6900000000000001,0
tutti,xgboost,0,0.6900000000000001,0.7000000000000001,0
tutti,xgboost,0,0.7000000000000001,0.71,1
tutti,xgboost,0,0.71,0.72,0
tutti,xgboost,0,0.72,0.73,0
tutti,xgboost,0,0.73,0.74,0
tutti,xgboost,0,0.74,0.75,0
tutti,xgboost,0,0.75,0.76,0
tutti,xgboost,0,0.76,0.77,0
tutti,xgboost,0,0.77,0.78,0
tutti,xgboost,0,0.78,0.79,0
tutti,xgboost,0,0.79,0.8,0
tutti,xgboost,0,0.8,0.81,0
tutti,xgboost,0,0.81,0.8200000000000001,0
tutti,xgboost,0,0.8200000000000001,0.8300000000000001,0
tutti,xgboost,0,0.8300000000000001,0.84,0
tutti,xgboost,0,0.84,0.85,0
tutti,xgboost,0,0.85,0.86,0
tutti,xgboost,0,0.86,0.87,0
tutti,xgboost,0,0.87,0.88,0
tutti,xgboost,0,0.88,0.89,0
tutti,xgboost,0,0.89,0.9,0
tutti,xgboost,0,0.9,0.91,0
tutti,xgboost,0,0.91,0.92,0
tutti,xgboost,0,0.92,0.93,0
tutti,xgboost,0,0.93,0.9400000000000001,0
tutti,xgboost,0,0.9400000000000001,0.9500000000000001,0
tutti,xgboost,0,0.9500000000000001,0.96,0
tutti,xgboost,0,0.96,0.97,0
tutti,xgboost,0,0.97,0.98,0
tutti,xgboost,0,0.98,0.99,0
tutti,xgboost,0,0.99,1.0,0
tutti,xgboost,1,0.0,0.01,0
tutti,xgboost,1,0.01,0.02,1
tutti,xgboost,1,0.02,0.03,16
tutti,xgboost,1,0.03,0.04,21
tutti,xgboost,1,0.04,0.05,32
tutti,xgboost,1,0.05,0.06,22
tutti,xgboost,1,0.06,0.07,30
tutti,xgboost,1,0.07,0.08,21
tutti,xgboost,1,0.08,0.09,20
tutti,xgboost,1,0.09,0.1,20
tutti,xgboost,1,0.1,0.11,21
tutti,xgboost,1,0.11,0.12,18
tutti,xgboost,1,0.12,0.13,12
tutti,xgboost,1,0.13,0.14,10
tutti,xgboost,1,0.14,0.15,12
tutti,xgboost,1,0.15,0.16,8
tutti,xgboost,1,0.16,0.17,10
tutti,xgboost,1,0.17,0.18,8
tutti,xgboost,1,0.18,0.19,5
tutti,xgboost,1,0.19,0.2,6
tutti,xgboost,1,0.2,0.21,6
tutti,xgboost,1,0.21,0.22,9
tutti,xgboost,1,0.22,0.23,6
tutti,xgboost,1,0.23,0.24,7
tutti,xgboost,1,0.24,0.25,13
tutti,xgboost,1,0.25,0.26,6
tutti,xgboost,1,0.26,0.27,7
tutti,xgboost,1,0.27,0.28,3
tutti,xgboost,1,0.28,0.29,4
tutti,xgboost,1,0.29,0.3,4
tutti,xgboost,1,0.3,0.31,3
tutti,xgboost,1,0.31,0.32,4
tutti,xgboost,1,0.32,0.33,5
tutti,xgboost,1,0.33,0.34,3
tutti,xgboost,1,0.34,0.35000000000000003,3
tutti,xgboost,1,0.35000000000000003,0.36,5
tutti,xgboost,1,0.36,0.37,5
tutti,xgboost,1,0.37,0.38,2
tutti,xgboost,1,0.38,0.39,1
tutti,xgboost,1,0.39,0.4,1
tutti,xgboost,1,0.4,0.41000000000000003,1
tutti,xgboost,1,0.41000000000000003,0.42,2
tutti,xgboost,1,0.42,0.43,4
tutti,xgboost,1,0.43,0.44,3
tutti,xgboost,1,0.44,0.45,1
tutti,xgboost,1,0.45,0.46,3
tutti,xgboost,1,0.46,0.47000000000000003,0
tutti,xgboost,1,0.47000000000000003,0.48,2
tutti,xgboost,1,0.48,0.49,3
tutti,xgboost,1,0.49,0.5,1
tutti,xgboost,1,0.5,0.51,1
tutti,xgboost,1,0.51,0.52,0
tutti,xgboost,1,0.52,0.53,0
tutti,xgboost,1,0.53,0.54,2
tutti,xgboost,1,0.54,0.55,0
tutti,xgboost,1,0.55,0.56,1
tutti,xgboost,1,0.56,0.5700000000000001,1
tutti,xgboost,1,0.5700000000000001,0.58,1
tutti,xgboost,1,0.58,0.59,1
tutti,xgboost,1,0.59,0.6,0
tutti,xgboost,1,0.6,0.61,0
tutti,xgboost,1,0.61,0.62,0
tutti,xgboost,1,0.62,0.63,0
tutti,xgboost,1,0.63,0.64,1
tutti,xgboost,1,0.64,0.65,1
tutti,xgboost,1,0.65,0.66,1
tutti,xgboost,1,0.66,0.67,2
tutti,xgboost,1,0.67,0.68,1
tutti,xgboost,1,0.68,0.6900000000000001,0
tutti,xgboost,1,0.6900000000000001,0.7000000000000001,0
tutti,xgboost,1,0.7000000000000001,0.71,0
tutti,xgboost,1,0.71,0.72,1
tutti,xgboost,1,0.72,0.73,0
tutti,xgboost,1,0.73,0.74,0
tutti,xgboost,1,0.74,0.75,0
tutti,xgboost,1,0.75,0.76,0
tutti,xgboost,1,0.76,0.77,1
tutti,xgboost,1,0.77,0.78,0
tutti,xgboost,1,0.78,0.79,0
tutti,xgboost,1,0.79,0.8,0
tutti,xgboost,1,0.8,0.81,0
tutti,xgboost,1,0.81,0.8200000000000001,0
tutti,xgboost,1,0.8200000000000001,0.8300000000000001,0
tutti,xgboost,1,0.8300000000000001,0.84,0
tutti,xgboost,1,0.84,0.85,0
tutti,xgboost,1,0.85,0.86,0
tutti,xgboost,1,0.86,0.87,0
tutti,xgboost,1,0.87,0.88,0
tutti,xgboost,1,0.88,0.89,0
tutti,xgboost,1,0.89,0.9,0
tutti,xgboost,1,0.9,0.91,0
tutti,xgboost,1,0.91,0.92,0
tutti,xgboost,1,0.92,0.93,0
tutti,xgboost,1,0.93,0.9400000000000001,0
tutti,xgboost,1,0.9400000000000001,0.9500000000000001,0
tutti,xgboost,1,0.9500000000000001,0.96,0
tutti,xgboost,1,0.96,0.97,0
tutti,xgboost,1,0.97,0.98,0
tutti,xgboost,1,0.98,0.99,0
tutti,xgboost,1,0.99,1.0,0
